Status;Age;Able;Mild;Moderate;Severe;Profound;Dead
Profound;81;0;0;0;0.048333333;0.788829;0.162837667
Profound;82;0;0;0;0.046666667;0.761628;0.191705333
Profound;83;0;0;0;0.045;0.734427;0.220573
Profound;84;0;0;0;0.043333333;0.707226;0.249440667
Profound;85;0;0;0;0.041666667;0.680025;0.278308333
Profound;86;0;0;0;0.04;0.652824;0.307176
Profound;87;0;0;0;0.038333333;0.625623;0.336043667
Profound;88;0;0;0;0.036666667;0.598422;0.364911333
Profound;89;0;0;0;0.035;0.571221;0.393779
Profound;90;0;0;0;0.033333333;0.54402;0.422646667
Profound;91;0;0;0;0.031666667;0.516819;0.451514333
Profound;92;0;0;0;0.03;0.489618;0.480382
Profound;93;0;0;0;0.028333333;0.462417;0.509249667
Profound;94;0;0;0;0.026666667;0.435216;0.538117333
Profound;95;0;0;0;0.025;0.408015;0.566985
Profound;96;0;0;0;0.023333333;0.380814;0.595852667
Profound;97;0;0;0;0.021666667;0.353613;0.624720333
Profound;98;0;0;0;0.02;0.326412;0.653588
Profound;99;0;0;0;0.018333333;0.299211;0.682455667
Profound;100;0;0;0;0.016666667;0.27201;0.711323333
Profound;101;0;0;0;0.015;0.244809;0.740191
Profound;102;0;0;0;0.013333333;0.217608;0.769058667
Profound;103;0;0;0;0.011666667;0.190407;0.797926333
Profound;104;0;0;0;0.01;0.163206;0.826794
Profound;105;0;0;0;0.008333333;0.136005;0.855661667
Profound;106;0;0;0;0.006666667;0.108804;0.884529333
Profound;107;0;0;0;0.005;0.081603;0.913397
Profound;108;0;0;0;0.003333333;0.054402;0.942264667
Profound;109;0;0;0;0.001666667;0.027201;0.971132333
Profound;110;0;0;0;0;0;1
Dead;20;0;0;0;0;0;1
Dead;21;0;0;0;0;0;1
Dead;22;0;0;0;0;0;1
Dead;23;0;0;0;0;0;1
Dead;24;0;0;0;0;0;1
Dead;25;0;0;0;0;0;1
Dead;26;0;0;0;0;0;1
Dead;27;0;0;0;0;0;1
Dead;28;0;0;0;0;0;1
Dead;29;0;0;0;0;0;1
Dead;30;0;0;0;0;0;1
Dead;31;0;0;0;0;0;1
Dead;32;0;0;0;0;0;1
Dead;33;0;0;0;0;0;1
Dead;34;0;0;0;0;0;1
Dead;35;0;0;0;0;0;1
Dead;36;0;0;0;0;0;1
Dead;37;0;0;0;0;0;1
Dead;38;0;0;0;0;0;1
Dead;39;0;0;0;0;0;1
Dead;40;0;0;0;0;0;1
Dead;41;0;0;0;0;0;1
Dead;42;0;0;0;0;0;1
Dead;43;0;0;0;0;0;1
Dead;44;0;0;0;0;0;1
Dead;45;0;0;0;0;0;1
Dead;46;0;0;0;0;0;1
Dead;47;0;0;0;0;0;1
Dead;48;0;0;0;0;0;1
Dead;49;0;0;0;0;0;1
Dead;50;0;0;0;0;0;1
Dead;51;0;0;0;0;0;1
Dead;52;0;0;0;0;0;1
Dead;53;0;0;0;0;0;1
Dead;54;0;0;0;0;0;1
Dead;55;0;0;0;0;0;1
Dead;56;0;0;0;0;0;1
Dead;57;0;0;0;0;0;1
Dead;58;0;0;0;0;0;1
Dead;59;0;0;0;0;0;1
Dead;60;0;0;0;0;0;1
Dead;61;0;0;0;0;0;1
Dead;62;0;0;0;0;0;1
Dead;63;0;0;0;0;0;1
Dead;64;0;0;0;0;0;1
Dead;65;0;0;0;0;0;1
Dead;66;0;0;0;0;0;1
Dead;67;0;0;0;0;0;1
Dead;68;0;0;0;0;0;1
Dead;69;0;0;0;0;0;1
Dead;70;0;0;0;0;0;1
Dead;71;0;0;0;0;0;1
Dead;72;0;0;0;0;0;1
Dead;73;0;0;0;0;0;1
Dead;74;0;0;0;0;0;1
Dead;75;0;0;0;0;0;1
Dead;76;0;0;0;0;0;1
Dead;77;0;0;0;0;0;1
Dead;78;0;0;0;0;0;1
Dead;79;0;0;0;0;0;1
Dead;80;0;0;0;0;0;1
Dead;81;0;0;0;0;0;1
Dead;82;0;0;0;0;0;1
Dead;83;0;0;0;0;0;1
Dead;84;0;0;0;0;0;1
Dead;85;0;0;0;0;0;1
Dead;86;0;0;0;0;0;1
Dead;87;0;0;0;0;0;1
Dead;88;0;0;0;0;0;1
Dead;89;0;0;0;0;0;1
Dead;90;0;0;0;0;0;1
Dead;91;0;0;0;0;0;1
Dead;92;0;0;0;0;0;1
Dead;93;0;0;0;0;0;1
Dead;94;0;0;0;0;0;1
Dead;95;0;0;0;0;0;1
Dead;96;0;0;0;0;0;1
Dead;97;0;0;0;0;0;1
Dead;98;0;0;0;0;0;1
Dead;99;0;0;0;0;0;1
Dead;100;0;0;0;0;0;1
Dead;101;0;0;0;0;0;1
Dead;102;0;0;0;0;0;1
Dead;103;0;0;0;0;0;1
Dead;104;0;0;0;0;0;1
Dead;105;0;0;0;0;0;1
Dead;106;0;0;0;0;0;1
Dead;107;0;0;0;0;0;1
Dead;108;0;0;0;0;0;1
Dead;109;0;0;0;0;0;1
Dead;110;0;0;0;0;0;1
